STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,EDUCATION_LEV,Education level,DOMAIN,Domain,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,BASE_PER,Base period
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,SVK,Slovak Republic,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2022,,7.044416696,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,SVK,Slovak Republic,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2023,,7.286127327,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,SVN,Slovenia,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2013,,6.951532787,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,SVN,Slovenia,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2021,,7.629667255,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,SVN,Slovenia,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2022,,7.583605863,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,SVN,Slovenia,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2023,,7.735387782,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,ESP,Spain,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2013,,6.880582387,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,ESP,Spain,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2018,,7.329371304,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,ESP,Spain,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2021,,7.19210437,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,ESP,Spain,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2022,,7.126841649,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,ESP,Spain,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2023,,7.226900113,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,SWE,Sweden,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2013,,7.907482289,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,SWE,Sweden,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2018,,7.796566754,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,SWE,Sweden,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2021,,7.594522098,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,SWE,Sweden,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2022,,7.51029907,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CHE,Switzerland,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2022,,7.975956067,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,BGR,Bulgaria,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2013,,4.77067671,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,BGR,Bulgaria,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2018,,5.355949537,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,BGR,Bulgaria,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2021,,5.663548358,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,BGR,Bulgaria,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2022,,5.560993021,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,BGR,Bulgaria,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2023,,5.881028807,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,HRV,Croatia,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2013,,6.340462151,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,HRV,Croatia,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2018,,6.339427793,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,HRV,Croatia,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2021,,6.819081097,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,HRV,Croatia,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2022,,6.847747965,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,HRV,Croatia,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2023,,7.076631114,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,ROU,Romania,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2018,,7.346598595,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,ROU,Romania,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2021,,7.693600786,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,ROU,Romania,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2022,,7.660086993,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,ROU,Romania,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2023,,7.734632362,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,AUS,Australia,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2010,,1.1,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,AUS,Australia,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2011,,1.1,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,AUS,Australia,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2012,,1.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,AUS,Australia,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2013,,1.1,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,AUS,Australia,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2014,,1.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,AUS,Australia,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2015,,1.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,AUS,Australia,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2016,,1.1,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,AUS,Australia,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2017,,0.9,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,AUS,Australia,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2018,,1,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,AUS,Australia,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2019,,1,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,AUS,Australia,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2020,,1,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,AUS,Australia,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2021,,0.8,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,AUS,Australia,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2022,,0.9,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,AUT,Austria,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2010,,0.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,AUT,Austria,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2011,,0.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,AUT,Austria,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2012,,0.4,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,AUT,Austria,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2013,,0.4,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,AUT,Austria,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2014,,0.4,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,AUT,Austria,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2015,,0.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,AUT,Austria,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2016,,0.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,AUT,Austria,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2017,,0.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,AUT,Austria,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2018,,0.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,AUT,Austria,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2019,,0.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,AUT,Austria,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2020,,0.4,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,AUT,Austria,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2021,,0.4,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,BEL,Belgium,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2010,,1.1,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,BEL,Belgium,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2011,,1.3,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,BEL,Belgium,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2012,,1.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,BEL,Belgium,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2013,,1,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,BEL,Belgium,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2014,,1,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,BEL,Belgium,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2015,,1.1,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,BEL,Belgium,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2016,,1.1,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,BEL,Belgium,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2017,,1,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,BEL,Belgium,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2018,,1,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,BEL,Belgium,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2019,,0.8,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,BEL,Belgium,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2020,,0.7,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CAN,Canada,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2010,,1.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CAN,Canada,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2011,,1.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CAN,Canada,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2012,,1.4,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CAN,Canada,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2013,,1.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CAN,Canada,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2014,,1.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CAN,Canada,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2015,,1.3,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CAN,Canada,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2016,,1.1,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CAN,Canada,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2017,,1.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CAN,Canada,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2018,,1.4,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CAN,Canada,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2019,,1.4,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CAN,Canada,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2020,,1.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CAN,Canada,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2021,,1.1,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CAN,Canada,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2022,,0.8,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CHL,Chile,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2010,,4.4,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CHL,Chile,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2011,,4.4,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CHL,Chile,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2012,,3.7,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CHL,Chile,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2013,,3.7,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CHL,Chile,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2014,,4.4,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CHL,Chile,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2015,,4.1,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CHL,Chile,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2016,,3.7,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CHL,Chile,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2017,,3,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CHL,Chile,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2018,,2.4,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CHL,Chile,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2019,,2.4,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CHL,Chile,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2020,,2.8,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CHL,Chile,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2021,,2.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,COL,Colombia,10_1,Homicides,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2010,,41.2,,A,Normal value,0,Units,2,Two,,
