STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,EDUCATION_LEV,Education level,DOMAIN,Domain,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,BASE_PER,Base period
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,JPN,Japan,6_3_VER,Top science scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.594883084,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,KOR,Korea,6_1_VER,Top reading scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.695477366,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,KOR,Korea,6_2_VER,Top mathematics scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.656312466,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,KOR,Korea,6_3_VER,Top science scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.655007482,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LVA,Latvia,6_1_VER,Top reading scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.651976943,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LVA,Latvia,6_2_VER,Top mathematics scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.52690196,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LVA,Latvia,6_3_VER,Top science scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.579974532,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,6_1_VER,Top reading scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.702989936,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,6_2_VER,Top mathematics scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.653316259,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,6_3_VER,Top science scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.644813418,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,6_1_VER,Top reading scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.881731868,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,6_2_VER,Top mathematics scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.728025675,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LUX,Luxembourg,6_3_VER,Top science scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.743809938,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,MEX,Mexico,6_1_VER,Top reading scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.689767599,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,MEX,Mexico,6_2_VER,Top mathematics scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.638169885,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,MEX,Mexico,6_3_VER,Top science scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.58768034,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,NLD,Netherlands,6_1_VER,Top reading scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.805359364,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,NLD,Netherlands,6_2_VER,Top mathematics scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.61756146,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,NLD,Netherlands,6_3_VER,Top science scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.748231292,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,NZL,New Zealand,6_1_VER,Top reading scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.769394875,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,NZL,New Zealand,6_2_VER,Top mathematics scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.649559021,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,NZL,New Zealand,6_3_VER,Top science scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.726561904,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,NOR,Norway,6_1_VER,Top reading scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.773562312,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,NOR,Norway,6_2_VER,Top mathematics scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.620044828,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,NOR,Norway,6_3_VER,Top science scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.72439754,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,POL,Poland,6_1_VER,Top reading scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.655177712,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,POL,Poland,6_2_VER,Top mathematics scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.583987594,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,POL,Poland,6_3_VER,Top science scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.608373165,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,PRT,Portugal,6_1_VER,Top reading scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.691626787,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,PRT,Portugal,6_2_VER,Top mathematics scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.697376132,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,PRT,Portugal,6_3_VER,Top science scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.652596831,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,SVK,Slovak Republic,6_1_VER,Top reading scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.806813717,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,SVK,Slovak Republic,6_2_VER,Top mathematics scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.727329254,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,SVK,Slovak Republic,6_3_VER,Top science scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.743343592,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,SVN,Slovenia,6_1_VER,Top reading scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.649736166,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,SVN,Slovenia,6_2_VER,Top mathematics scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.585488319,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,SVN,Slovenia,6_3_VER,Top science scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.591387987,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,ESP,Spain,6_2_VER,Top mathematics scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.626284003,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,ESP,Spain,6_3_VER,Top science scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.639012575,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,SWE,Sweden,6_1_VER,Top reading scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.778866768,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,SWE,Sweden,6_2_VER,Top mathematics scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.61553669,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,SWE,Sweden,6_3_VER,Top science scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.69481647,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CHE,Switzerland,6_1_VER,Top reading scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.78471148,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CHE,Switzerland,6_2_VER,Top mathematics scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.625274777,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CHE,Switzerland,6_3_VER,Top science scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.694463134,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,TUR,Türkiye,6_1_VER,Top reading scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.655621529,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,TUR,Türkiye,6_2_VER,Top mathematics scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.665779114,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,TUR,Türkiye,6_3_VER,Top science scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.60274303,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GBR,United Kingdom,6_1_VER,Top reading scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.700297713,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GBR,United Kingdom,6_2_VER,Top mathematics scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.628732204,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GBR,United Kingdom,6_3_VER,Top science scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.689394236,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,USA,United States,6_1_VER,Top reading scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.782105446,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,USA,United States,6_2_VER,Top mathematics scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.675221562,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,USA,United States,6_3_VER,Top science scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.697824717,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,BRA,Brazil,6_1_VER,Top reading scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.917444825,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,BRA,Brazil,6_2_VER,Top mathematics scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.810625315,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,BRA,Brazil,6_3_VER,Top science scores decile,FCTR_D1_SCR,Factor of lowest scores decile,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2018,,1.800823569,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,AUS,Australia,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,498.05,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,AUT,Austria,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,480.41,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,BEL,Belgium,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,478.85,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CAN,Canada,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,507.13,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CHL,Chile,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,447.98,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,COL,Colombia,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,408.67,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CRI,Costa Rica,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,415.23,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,CZE,Czechia,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,488.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,DNK,Denmark,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,488.8,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,EST,Estonia,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,511.03,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,FIN,Finland,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,490.22,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,FRA,France,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,473.85,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,DEU,Germany,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,479.79,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,GRC,Greece,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,438.44,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,HUN,Hungary,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,472.97,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,ISL,Iceland,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,435.92,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,IRL,Ireland,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,516.01,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,ISR,Israel,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,473.83,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,ITA,Italy,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,481.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,JPN,Japan,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,515.85,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,KOR,Korea,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,515.42,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LVA,Latvia,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,474.57,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,LTU,Lithuania,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,471.83,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,MEX,Mexico,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,415.36,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,NLD,Netherlands,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,459.24,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,NZL,New Zealand,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,500.85,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,NOR,Norway,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,476.52,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,POL,Poland,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,488.71,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,PRT,Portugal,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,476.59,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,SVK,Slovak Republic,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,446.86,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,SVN,Slovenia,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,468.54,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),Current well-being,I,ESP,Spain,6_1,Student reading skills,PO,Points,_T,Total,_T,Total,_T,Total,HSL_6,Knowledge and skills,2022,,474.31,,A,Normal value,0,Units,2,Two,,
